ID,Vendor,Text
95,Website Terms of Service,you agree that apple may in it sole discretion and without prior notice terminate your access to the site for cause which includes but is not limited to 1 request by law enforcement or other government agency 2 request by you self initiated account deletion 3 discontinuance or material modification of the site or any service offered on or through the site or 4 unexpected technical issue or problem
96,Website Terms of Service,if apple doe take any legal action against you a result of your violation of these term of use apple will be entitled to recover from you and you agree to pay all reasonable attorney fee and cost of such action in addition to any other relief granted to apple
97,Website Terms of Service,you agree that apple will not be liable to you or to any third party for termination of your access to the site a result of any violation of these term of use
98,Website Terms of Service,governing law
99,Website Terms of Service,dispute resolution
100,Website Terms of Service,you agree that all matter relating to your access to or use of the site including all dispute will be governed by the law of the united state and by the law of the state of california without regard to it conflict of law provision
101,Website Terms of Service,you agree to the personal jurisdiction by and venue in the state and federal court in santa clara county california and waive any objection to such jurisdiction or venue
102,Website Terms of Service,the preceding provision regarding venue doe not apply if you are consumer based in the european union
103,Website Terms of Service,if you are consumer based in the european union you may make claim in the court of the country where you reside
104,Website Terms of Service,any claim under these term of use must be brought within one 1 year after the cause of action arises or such claim or cause of action is barred
105,Website Terms of Service,claim made under the separate term and condition of purchase for good and service are not subject to this limitation
106,Website Terms of Service,no recovery may be sought or received for damage other than out of pocket expense except that the prevailing party will be entitled to cost and attorney fee
107,Website Terms of Service,in the event of any controversy or dispute between apple and you arising out of or in connection with your use of the site the party shall attempt promptly and in good faith to resolve any such dispute
108,Website Terms of Service,if we are unable to resolve any such dispute within reasonable time not to exceed thirty 30 day then either party may submit such controversy or dispute to mediation
109,Website Terms of Service,if the dispute cannot be resolved through mediation then the party shall be free to pursue any right or remedy available to them under applicable law
110,Website Terms of Service,void where prohibited
111,Website Terms of Service,apple administers and operates the www apple com site from it location in cupertino california usa
112,Website Terms of Service,other apple site may be administered and operated from various location outside the united state
113,Website Terms of Service,although the site is accessible worldwide not all feature product or service discussed referenced provided or offered through or on the site are available to all person or in all geographic location or appropriate or available for use outside the united state
114,Website Terms of Service,apple reserve the right to limit in it sole discretion the provision and quantity of any feature product or service to any person or geographic area
115,Website Terms of Service,any offer for any feature product or service made on the site is void where prohibited
116,Website Terms of Service,if you choose to access the site from outside the united state you do so on your own initiative and you are solely responsible for complying with applicable local law
117,Website Terms of Service,miscellaneous
118,Website Terms of Service,you may not use or export or re export any content or any copy or adaptation of such content or any product or service offered on the site in violation of any applicable law or regulation including without limitation united state export law and regulation
119,Website Terms of Service,if any of the provision of these term of use are held by court or other tribunal of competent jurisdiction to be void or unenforceable such provision shall be limited or eliminated to the minimum extent necessary and replaced with valid provision that best embodies the intent of these term of use so that these term of use shall remain in full force and effect
120,Website Terms of Service,these term of use constitute the entire agreement between you and apple with regard to your use of the site and any and all other written or oral agreement or understanding previously existing between you and apple with respect to such use are hereby superseded and cancelled
121,Website Terms of Service,other than a provided in purchase agreement you enter into with apple apple will not accept any counter offer to these term of use and all such offer are hereby categorically rejected
122,Website Terms of Service,apple failure to insist on or enforce strict performance of these term of use shall not be construed a waiver by apple of any provision or any right it ha to enforce these term of use nor shall any course of conduct between apple and you or any other party be deemed to modify any provision of these term of use
123,Website Terms of Service,these term of use shall not be interpreted or construed to confer any right or remedy on any third party
124,Website Terms of Service,apple provides access to apple international data and therefore may contain reference or cross reference to apple product program and service that are not announced in your country
125,Website Terms of Service,such reference doe not imply that apple in your country intends to announce such product program or service
126,Website Terms of Service,feedback and information
127,Website Terms of Service,any feedback you provide at this site shall be deemed to be non confidential
128,Website Terms of Service,apple shall be free to use such information on an unrestricted basis
130,Website Terms of Service,the information contained in this web site is subject to change without notice copyright 1997 2009 apple inc
131,Website Terms of Service,all right reserved apple inc one apple park way cupertino ca 95014 usa
133,Website Terms of Service,updated by the apple legal team on nov
134,Website Terms of Service,20 2009
